customer_id,country,gender,age,tenure
15776605,Spain,Male,38,7
15804919,Spain,Female,65,1
15613854,Spain,Female,46,4
15599195,Germany,Male,38,1
15812878,Germany,Female,36,2
15602312,Spain,Male,33,5
15744689,Germany,Male,35,9
15803526,Germany,Male,38,3
15665790,India,Male,39,7
15715951,France,Male,42,2
15591100,Spain,Male,38,9
15609618,India,Male,28,9
15675522,Germany,Female,30,9
15705512,Germany,Female,37,6
15698028,France,Female,41,1
15661670,India,Male,31,8
15600781,Germany,Male,34,4
15682472,India,Male,34,8
15580203,Spain,Male,39,6
15690673,France,Female,39,6
15760085,Germany,Female,38,10
15779659,India,Female,28,3
15627360,France,Male,42,9
15671137,France,Female,52,1
15782688,Germany,Male,56,0
15575492,France,Female,41,7
15591607,France,Male,24,9
15740404,France,Female,34,3
15718369,Germany,Male,38,9
15677871,France,Male,38,9
15642004,France,Male,25,1
15712543,India,Male,39,7
15584518,India,Male,50,5
15802381,Germany,Female,34,5
15610156,France,Male,40,2
15594408,Spain,Female,48,2
15640905,Spain,Female,35,1
15698932,India,Male,44,10
15724944,France,Male,34,7
15628145,France,Female,43,5
15713483,Spain,Male,52,2
15612350,France,Female,31,5
15800703,Spain,Female,21,5
15705707,Spain,Female,29,8
15754105,France,Male,38,5
15703264,France,Male,44,9
15794413,France,Male,32,0
15650237,Spain,Male,32,7
15759618,France,Male,48,9
15811589,Spain,Male,42,8
15689044,India,Male,37,2
15709368,France,Female,43,6
15679145,Spain,Male,57,7
15655007,France,Female,33,7
15623595,Spain,Female,28,2
15589975,France,Female,73,6
15804017,Germany,Female,33,4
15692132,Spain,Female,38,6
15641122,France,Male,30,2
15630910,France,Female,49,7
15680772,Spain,Female,36,2
15658929,Spain,Male,29,0
15585388,Germany,Male,31,9
15724623,Germany,Female,24,7
15588537,Spain,Female,41,9
15574692,Spain,Female,39,2
15611325,Germany,Male,24,9
15587562,France,Female,29,4
15613172,Germany,Male,27,5
15651022,Germany,Male,44,10
15586310,France,Male,30,4
15625524,France,Male,40,5
15755209,India,Female,35,7
15645248,France,Female,30,0
15790355,Germany,Male,36,5
15762615,Spain,Female,40,8
15625426,Germany,Female,55,3
15716334,Spain,Female,38,2
15789669,France,Male,65,2
15621075,Germany,Female,45,1
15810845,France,Male,42,2
15719377,France,Female,50,4
15654506,France,Male,32,8
15771977,France,Female,38,1
15708710,Spain,Female,37,0
15726676,Spain,Male,30,5
15587421,Germany,Male,34,7
15726931,France,Male,41,8
15771086,France,Female,36,3
15756850,India,Male,40,1
15702741,France,Male,32,8
15679200,Spain,Male,29,9
15594815,France,Male,35,3
15635905,Spain,Female,32,6
15777892,Germany,Male,37,3
15656176,France,Male,57,10
15811127,France,Male,35,6
15604482,Spain,Male,30,2
15622911,France,Male,42,4
15600974,Spain,Male,50,5
15727868,France,Female,38,2
15627801,Spain,Male,33,3
15773039,France,Male,38,3
15755262,Spain,Female,41,3
15679531,France,Male,34,5
15684181,India,Male,45,5
15612087,France,Male,45,2
15752047,Germany,Male,33,2
15624592,France,Male,31,8
15573152,France,Female,41,9
15594917,France,Female,34,1
15785542,Germany,Male,26,4
15723488,Germany,Male,38,7
15680920,France,Male,38,7
15786308,Spain,Female,33,9
15659366,France,Male,43,1
15774854,India,Male,54,8
15725311,France,Female,31,9
15787155,Spain,Male,30,7
15727829,France,Male,42,2
15733247,France,Male,38,10
15568748,India,Male,45,6
15699029,France,Male,37,4
15774393,France,Female,30,9
15676895,Germany,Male,39,6
15637753,Germany,Male,50,2
15605461,Germany,Female,38,3
15808473,France,Male,72,1
15627000,France,Male,40,0
15787174,France,Female,37,1
15723886,Germany,Male,20,3
15704769,France,Female,67,5
15772896,Germany,Male,38,6
15711540,France,Female,29,2
15764866,Germany,Female,43,3
15794056,France,Female,38,2
15795149,France,Male,38,2
15812009,Spain,Male,38,4
15651001,Germany,Female,39,5
15813844,France,Male,37,8
15596175,Germany,Male,67,6
15576269,Spain,Male,34,7
15797219,France,Female,40,10
15685500,Germany,Male,26,7
15599792,France,Female,26,1
15657566,Germany,Male,24,8
15772423,India,Male,54,8
15628112,Germany,Female,36,5
15753754,Spain,Female,38,1
15793726,India,Female,79,0
15694717,Germany,Male,37,2
15665834,Spain,Male,28,8
15765297,India,Male,41,0
15636684,France,Male,34,10
15592979,Germany,Female,34,6
15750803,France,Female,30,6
15607178,India,Male,38,3
15713853,Germany,Male,42,9
15673481,Spain,Female,48,6
15686776,France,Female,32,6
15673693,France,Female,26,0
15700696,Spain,Male,31,9
15813163,India,Female,36,9
15653857,France,Male,34,2
15777076,France,Male,36,7
15717398,Spain,Female,39,7
15799217,Germany,Female,35,7
15787071,Spain,Male,41,9
15619955,Germany,Male,34,3
15796505,Germany,Female,34,1
15725166,India,Male,30,8
15800116,Germany,Male,28,4
15758685,Spain,Female,37,7
15694456,France,Male,62,3
15767339,France,Female,53,10
15683562,France,Male,35,6
15782210,France,Male,38,1
15668893,France,Male,38,8
15669169,Spain,Male,29,10
15643024,Germany,Male,35,4
15699389,France,Male,42,7
15708608,France,Female,22,8
15626144,France,Male,40,7
15573112,Spain,Male,29,5
15790678,India,Female,32,8
15727556,Spain,Female,26,5
15697307,Spain,Male,34,10
15652266,Germany,Male,42,9
15607098,India,Female,41,5
15655774,France,Male,27,7
15590241,Spain,Female,34,9
15785819,France,Male,38,3
15723654,France,Male,25,2
15774510,France,Female,31,4
15684173,Spain,Female,44,7
15650068,India,Male,58,0
15811490,France,Male,33,5
15803976,France,Female,31,10
15682541,Spain,Female,36,6
15695699,France,Male,35,8
15624188,France,Male,33,6
15812191,France,Male,33,4
15636673,France,Male,31,1
15594898,France,Male,43,2
15660211,Germany,Male,35,7
15773972,France,Male,50,4
15746726,Germany,Male,31,8
15712287,France,Female,80,4
15702919,Germany,Male,30,6
15674398,France,Male,38,3
15797960,India,Female,59,0
15631868,Spain,Male,38,2
15581539,Spain,Male,37,3
15662736,France,Male,49,2
15666252,Spain,Male,42,9
15677512,Spain,Female,22,3
15626114,France,Male,24,4
15810834,Spain,Female,57,2
15678910,France,Female,30,8
15694408,France,Male,40,1
15585215,India,Female,38,4
15682757,France,Male,30,3
15736601,France,Male,35,4
15601848,France,Male,35,2
15736008,France,Female,46,9
15669064,Germany,Male,35,1
15624528,Germany,Male,26,7
15598493,France,Male,50,7
15601274,Spain,Female,40,1
15702669,India,Male,44,2
15728669,Germany,Female,30,8
15742668,Spain,Female,37,6
15697441,France,Male,29,7
15740476,Germany,Female,38,3
15648064,France,Male,33,2
15636624,Spain,Female,39,5
15807923,Germany,Female,39,10
15745844,Germany,Female,40,6
15786170,France,Male,31,4
15681081,Spain,Female,47,5
15684484,France,Male,22,8
15785869,France,Female,25,7
15763859,France,Female,43,7
15658935,Germany,Female,34,9
15747358,Germany,Male,59,3
15735203,Germany,Female,32,1
15576256,France,Male,39,5
15659420,Spain,Male,32,3
15593365,Spain,Male,39,2
15777352,Spain,Female,32,7
15812007,Spain,Male,25,6
15625461,France,Female,45,1
15739438,India,Male,30,0
15611759,Spain,Female,57,8
15661629,Spain,Male,34,9
15633950,France,Male,41,1
15592386,France,Male,58,3
15803716,Spain,Male,28,3
15696674,Germany,Female,45,2
15706365,France,Female,38,9
15745088,Germany,Female,29,9
15676715,India,Male,68,9
15613085,Spain,Female,33,3
15633537,Germany,Female,42,9
15594720,Germany,Female,35,8
15684042,Germany,Male,34,2
15583303,France,Female,29,2
15611579,Spain,Male,42,4
15774696,Germany,Female,75,1
15694506,Germany,Male,31,0
15688074,Germany,Male,31,1
15759537,Germany,Male,35,7
15758449,France,Female,39,8
15583456,Germany,Male,45,10
15667871,Spain,Male,35,4
15677371,Spain,Female,30,2
15629677,Spain,Female,39,2
15713578,France,Female,50,9
15591509,France,Male,36,7
15568240,Germany,Female,30,10
15622993,Germany,Male,28,8
15689294,Germany,Male,44,3
15720910,France,Female,66,9
15721181,Spain,Male,46,6
15776433,Spain,Male,62,2
15748936,Spain,Female,45,2
15717225,France,Male,21,10
15685226,Germany,Female,29,7
15785611,Germany,Male,38,3
15573456,Spain,Male,46,9
15684548,Spain,Male,38,8
15620505,India,Male,24,0
15807432,Germany,Female,37,2
15584766,France,Male,33,3
15612187,Germany,Male,32,8
15762218,France,Female,39,9
15646372,France,Female,66,1
15690452,France,Male,52,1
15747795,Germany,Female,38,4
15781589,Spain,Male,38,8
15732674,Spain,Male,36,6
15642291,France,Male,23,8
15692761,France,Male,38,9
15578045,Spain,Female,49,9
15745354,Spain,Female,37,4
15701376,Germany,Male,37,10
15691625,Germany,Female,41,3
15566594,Spain,Male,23,10
15760431,France,Male,38,1
15686302,Spain,Female,31,3
15801559,Germany,Female,41,9
15810432,Spain,Male,38,8
15809616,Spain,Male,26,8
15720559,Germany,Female,61,5
15695632,India,Female,39,9
15659843,France,Female,46,6
15615624,France,Female,28,6
15810418,Germany,Female,60,3
15716186,France,Female,38,2
15674551,Germany,Male,40,7
15622834,France,Female,35,4
15566111,France,Male,39,9
15784597,France,Male,26,9
15652883,Germany,Male,39,10
15806964,France,Male,45,0
15576313,Germany,Male,40,9
15806467,Germany,Male,38,1
15597602,Germany,Male,57,3
15743040,India,Male,41,2
15705521,Germany,Female,33,0
15595039,Germany,Female,38,8
15799384,France,Male,33,8
15581197,France,Female,51,3
15693737,Germany,Female,30,4
15624623,France,Male,35,10
15783501,France,Female,38,2
15690134,Germany,Male,42,3
15782735,France,Female,35,3
15611088,France,Female,31,9
15672145,France,Female,38,7
15732628,France,Male,46,2
15787470,Spain,Male,47,3
15803406,France,Female,26,1
15730460,France,Male,37,2
15644572,France,Male,40,4
15694860,France,Female,38,6
15658169,Spain,Female,47,6
15794396,Germany,Female,38,7
15785798,France,Male,40,9
15710825,Spain,Male,31,7
15668444,Spain,Female,44,3
15726631,France,Female,39,6
15733797,France,Male,36,5
15747960,France,Male,33,3
15634632,France,Male,38,3
15707362,India,Male,43,1
15662976,Spain,Male,37,8
15732778,Germany,Male,29,1
15718443,France,Male,39,3
15670039,Spain,Female,25,3
15773792,France,Male,32,4
15613786,Spain,Male,26,4
15726032,France,Male,33,9
15663252,Spain,Female,32,9
15593782,Germany,Female,38,5
15633283,France,Male,35,8
15749167,France,Male,35,3
15759298,Spain,Male,27,10
15683625,France,Male,37,1
15635367,France,Male,26,2
15681705,France,Male,28,8
15603156,France,Female,33,1
15591986,Germany,Male,46,6
15798888,Germany,Female,31,1
15809722,India,Female,40,8
15677538,France,Male,38,7
15797736,France,Male,29,4
15695585,Spain,Male,34,6
15744398,France,Male,38,5
15750658,France,Male,37,8
15578186,Germany,Male,37,9
15676519,India,Male,61,9
15637954,France,Female,35,0
15758639,India,Male,37,7
15613772,France,Male,39,3
15731744,France,Male,38,2
15807709,Germany,Female,55,9
15714689,Spain,Male,29,1
15699005,India,Male,41,2
15624170,France,Male,38,4
15725679,France,Female,47,6
15585865,France,Female,38,2
15804256,Germany,Male,36,8
15662403,France,Female,32,6
15733616,France,Male,40,5
15591995,Germany,Male,26,8
15677020,India,Female,58,8
15727688,India,Male,32,4
15715941,India,Male,54,5
15714485,France,Male,38,5
15730059,Spain,Male,44,9
15715527,Spain,Female,41,4
15576623,France,Male,31,5
15805565,Germany,Male,38,7
15677307,Germany,Female,40,6
15773890,France,Male,22,5
15598883,Spain,Female,37,2
15568506,Germany,Female,31,10
15761043,Germany,Female,38,6
15782236,Spain,Male,34,5
15593601,France,Male,38,6
15682048,France,Female,51,3
15746902,Spain,Male,38,9
15752081,France,Female,56,10
15781307,Germany,Male,37,7
15775912,France,Male,48,4
15745417,France,Male,38,6
15671256,France,Female,38,1
15653547,France,Male,56,7
15595766,Spain,Male,37,5
15742358,Germany,Male,32,8
15763274,France,Male,48,3
15786063,France,Female,31,2
15600258,France,Male,43,2
15573318,India,Male,26,8
15653849,Germany,Female,48,3
15694272,India,Male,30,1
15736112,Spain,Female,57,2
15749851,Spain,Female,26,4
15663478,France,Male,32,6
15592300,India,Male,35,10
15567832,France,Female,40,7
15776780,France,Male,38,1
15592846,Germany,Male,35,10
15739803,India,Male,34,9
15794142,Germany,Male,62,5
15762729,Germany,Female,28,1
15667896,France,Male,37,8
15626578,France,Male,26,9
15776223,France,Female,42,4
15705953,Spain,Male,51,0
15802593,France,Female,49,7
15615457,Spain,Female,44,2
15708916,France,Male,38,0
15720187,Germany,Male,30,7
15595440,France,Male,38,7
15600651,France,Male,24,1
15750141,Germany,Female,36,3
15657284,Germany,Male,47,6
15763063,Spain,Male,25,10
15709324,France,Male,34,7
15711309,Germany,Male,38,3
15775318,Spain,Female,51,3
15705515,Germany,Male,40,5
15634844,Germany,Male,41,3
15717046,Spain,Male,53,3
15571816,Spain,Female,70,5
15670080,Germany,Female,29,7
15800440,Spain,Male,61,1
15665678,India,Male,36,8
15665956,France,Female,46,1
15788126,India,Female,38,6
15811773,France,Male,36,4
15651674,Spain,Female,54,2
15689614,Spain,Female,38,1
15795564,Germany,Male,31,5
15706647,France,Male,31,7
15728505,France,Male,44,1
15730076,France,Male,45,1
15622003,France,Male,35,9
15607312,Spain,Female,38,10
15644753,Spain,Male,40,3
15653620,France,Female,27,8
15761986,Spain,Female,38,3
15633922,France,Male,38,4
15734674,France,Female,41,6
15658032,France,Male,39,2
15692671,Spain,Male,36,8
15737741,Spain,Female,33,2
15576352,Spain,Female,57,3
15753719,Germany,Female,30,9
15803689,Germany,Female,51,1
15718057,France,Female,51,2
15722010,India,Male,53,9
15680998,France,Male,44,5
15614782,France,Male,36,1
15591047,Spain,Female,47,6
15788291,Germany,Female,38,7
15604044,France,Male,38,8
15679587,France,Female,34,9
15775153,Spain,Male,32,4
15603925,Spain,Male,26,4
15680970,Germany,Female,41,2
15697183,Spain,Male,43,9
15567446,Germany,Male,39,9
15637476,India,Female,57,5
15714939,Germany,Female,38,4
15683503,France,Female,43,8
15645569,Spain,Female,26,7
15782569,France,Female,72,9
15592387,France,Male,30,5
15609286,France,Male,38,10
15814035,France,Male,29,9
15661249,France,Male,53,4
15629117,France,Male,28,10
15607170,France,Male,35,5
15586585,Germany,Female,51,2
15686611,France,Male,30,10
15603203,France,Female,27,6
15619857,France,Female,64,2
15805062,Spain,Male,38,1
15660271,Germany,Male,26,8
15745295,Spain,Female,31,0
15719352,Spain,Male,39,6
15766575,Germany,Female,62,8
15594594,Spain,Male,38,7
15646161,Spain,Female,37,8
15682585,France,Male,35,9
15603134,Spain,Female,40,10
15636444,Germany,Female,53,5
15773456,Germany,Male,36,3
15745307,Spain,Female,48,2
15604119,Spain,Male,35,7
15626900,France,Male,29,1
15605447,France,Male,49,2
15589030,France,Male,47,1
15692463,Spain,Female,28,3
15712403,France,Female,61,1
15811762,Germany,Female,54,6
15718673,Spain,Female,33,10
15724282,Germany,Male,44,3
15738181,France,Male,31,6
15633648,Spain,Female,51,5
15603323,Spain,Female,33,1
15583725,France,Male,48,1
15588350,France,Female,38,10
15798398,France,Male,36,4
15784844,Spain,Male,48,5
15580684,France,Female,38,5
15809663,France,Male,27,1
15640078,Germany,Female,39,5
15698786,France,Female,39,9
15569807,India,Female,34,8
15730830,France,Male,30,3
15805112,France,Male,38,7
15633064,France,Male,38,4
15703119,France,Male,38,6
15730447,France,Female,38,4
15813850,France,Male,52,7
15711889,France,Male,42,3
15664610,Germany,Male,48,4
15751710,Spain,Male,31,8
15692926,Germany,Male,25,8
15813741,Spain,Male,25,6
15698474,Germany,Female,54,1
15568595,France,Male,64,9
15603065,France,Female,30,6
15592937,Germany,Female,41,3
15699637,India,Male,38,8
15667215,France,Male,31,2
15788659,France,Male,46,4
15763218,France,Female,41,1
15645772,France,Male,33,9
15725511,India,Female,31,3
15575024,France,Male,29,3
15640825,Spain,Male,46,3
15662397,India,Female,42,5
15576368,Germany,Male,48,3
15674991,France,Male,42,9
15721024,France,Male,38,0
15745621,Spain,Female,32,6
15642394,India,Male,35,5
15754605,France,Female,39,5
15607040,Spain,Female,38,4
15715142,Germany,Male,45,7
15810978,Spain,Female,70,1
15668886,Spain,Male,38,3
15780804,France,Male,55,5
15613880,Spain,Male,38,5
15775238,Germany,Female,41,4
15786905,Germany,Female,40,8
15747867,France,Male,24,9
15600337,Spain,Male,42,2
15801277,France,Female,31,2
15579334,India,Female,45,5
15802741,France,Female,38,7
15720649,France,Female,36,5
15589493,Germany,Male,27,1
15688251,India,Male,43,1
15665238,Germany,Male,36,8
15740900,France,Male,34,6
15681068,France,Female,45,2
15748625,France,Male,57,6
15727299,Spain,Male,62,1
15620204,Germany,Female,57,1
15669516,Spain,Male,38,2
15736534,Germany,Male,33,0
15803457,France,Female,32,5
15659098,France,Male,30,7
15603436,Spain,Female,49,2
15566292,Spain,Male,36,1
15808621,India,Male,36,2
15580148,Germany,Male,40,5
15776231,Germany,Male,35,4
15773809,France,Male,42,4
15649423,France,Female,35,8
15734886,France,Female,34,3
15722548,France,Male,48,0
15650288,Germany,Male,38,6
15629448,Spain,Male,38,1
15716164,France,Female,41,3
15807609,Spain,Male,25,3
15578977,India,Male,34,9
15677369,Germany,Female,37,4
15804072,Spain,Female,42,5
15696859,India,Male,45,10
15653780,France,Female,43,5
15721658,Spain,Female,56,2
15578761,Spain,Female,42,6
15736879,France,Male,23,1
15571973,France,Female,38,2
15626742,France,Male,36,3
15672692,France,Female,42,10
15673570,France,Male,37,9
15767432,France,Female,38,7
15654238,France,Female,38,5
15612525,France,Female,57,1
15812750,France,Male,24,6
15790757,France,Female,38,10
15723873,Spain,Male,31,3
15744607,Germany,Male,43,9
15612966,Germany,Female,60,7
15784209,France,Male,47,6
15794278,Spain,Male,67,6
15766741,France,Male,36,2
15661036,France,Male,46,6
15705639,France,Female,28,8
15637414,France,Female,24,7
15716835,France,Male,24,8
15696231,France,Male,29,7
15641675,France,Female,49,2
15670755,France,Male,60,8
15640059,France,Male,40,5
15787619,France,Male,38,2
15587535,Spain,Female,46,5
15813034,Spain,Male,38,2
15698839,India,Male,46,4
15790314,France,Male,38,0
15634245,Germany,Female,47,9
15677305,France,Female,35,7
15661526,Germany,Male,37,2
15685997,Spain,Female,39,5
15660101,France,Male,31,9
15637979,Germany,Female,36,2
15815364,Spain,Female,28,2
15647099,France,Female,37,9
15625944,France,Male,38,5
15583212,India,Female,43,5
15582741,France,Male,38,5
15637876,Germany,Female,36,6
15622750,Germany,Female,38,1
15672056,Germany,Male,43,2
15812351,Spain,Female,27,2
15810864,France,Female,82,2
15677921,Germany,Male,60,9
15724296,Spain,Male,41,2
15685329,France,Female,63,1
15584091,Germany,Female,36,2
15640442,France,Male,31,4
15639314,France,Male,32,2
15685320,France,Male,36,3
15789158,Germany,Male,49,6
15752137,India,Male,33,7
15712551,Germany,Female,58,7
15628936,Spain,Male,28,9
15797227,France,Male,28,8
15769974,Spain,Female,35,8
15737051,France,Male,27,8
15585595,France,Male,28,1
15654060,France,Male,41,2
15745196,France,Female,38,8
15571221,Germany,Male,58,7
15660155,India,Male,36,5
15605284,France,Male,26,1
15694366,India,Male,42,2
15600739,Spain,Female,35,0
15653253,Spain,Male,48,8
15763431,France,Male,36,2
15643696,France,Male,49,3
15707473,Germany,Female,48,6
15769504,Germany,Female,38,1
15776807,France,Male,29,1
15686870,Germany,Male,36,8
15668747,France,Female,46,9
15766908,Germany,Male,32,3
15570134,France,Female,35,6
15567367,India,Female,42,9
15747542,France,Male,52,7
15762238,Germany,Female,38,0
15681554,India,Male,31,7
15712825,Spain,Female,29,9
15640280,France,Male,39,4
15756026,India,Female,46,9
15613319,France,Female,33,0
15798906,France,Male,38,5
15708917,Germany,Male,53,10
15778463,France,Female,37,6
15699430,France,Female,35,10
15649992,Spain,Male,65,7
15578980,Spain,Male,33,3
15775306,Germany,Male,28,8
15641655,France,Female,26,2
15619708,France,Male,25,5
15734565,France,Male,29,8
15806438,Germany,Female,42,2
15591969,Spain,Male,27,9
15747807,France,Female,43,6
15596939,Germany,Male,36,4
15716155,India,Male,36,5
15765311,Spain,Male,34,8
15757811,Spain,Female,69,9
15603830,Spain,Male,36,4
15660602,Germany,Male,33,8
15660535,India,Female,47,5
15666633,Spain,Male,56,1
15596914,Germany,Female,31,2
15639788,France,Female,39,10
15695846,France,Female,34,6
15726234,Spain,Female,41,5
15797964,Germany,Female,29,1
15625881,Germany,Male,37,3
15780628,France,Female,30,6
15575883,France,Male,34,2
15585036,Spain,Female,37,3
15589488,Germany,Female,56,5
15585888,Spain,Female,48,3
15727915,France,Male,36,4
15707567,Germany,Male,50,6
15737792,France,Female,38,1
15599433,Germany,Male,35,8
15672012,Spain,Female,41,5
15806983,France,Male,44,3
15592222,France,Male,49,7
15608968,Germany,Male,21,6
15586959,France,Female,42,5
15646558,Spain,Male,51,1
15725811,India,Male,25,0
15572265,Germany,Male,46,1
15794048,Germany,Female,38,1
15677610,Germany,Male,41,8
15745012,France,Female,38,6
15601589,France,Female,57,8
15686436,Spain,Male,32,4
15693864,Germany,Female,49,5
15760550,Spain,Male,39,7
15686137,Spain,Male,32,9
15809087,France,Male,64,1
15807663,France,Male,43,8
15809100,France,Female,32,2
15794916,France,Male,38,7
15614215,France,Male,38,6
15805449,India,Male,38,4
15686983,Germany,Male,25,10
15808017,India,Male,38,1
15756804,France,Female,48,1
15646810,Germany,Male,44,6
15710424,France,Male,36,4
15799422,India,Female,40,8
15692750,Germany,Female,45,7
15794549,France,Male,35,2
15803764,France,Male,28,7
15674840,France,Male,38,5
15653762,France,Female,39,9
15581229,Germany,Female,32,1
15800228,Spain,Female,42,4
15656333,France,Female,33,3
15697497,France,Female,45,9
15585362,France,Female,60,6
15571928,India,Female,43,4
15785519,France,Male,36,6
15743007,France,Female,45,4
15777211,France,Male,38,7
15721935,France,Male,25,7
15591711,India,Male,38,0
15625021,France,Male,42,2
15702968,Germany,Male,74,3
15600462,India,Female,43,8
15768104,Spain,Male,37,8
15780140,India,Male,32,2
15585255,France,Male,42,9
15772781,France,Female,51,3
15669987,Germany,Female,35,8
15697000,Germany,Male,32,5
15733119,India,Male,35,8
15782390,France,Female,38,6
15654700,France,Female,40,2
15632210,Germany,Male,25,2
15642041,Germany,Male,40,1
15709737,France,Male,36,7
15792388,France,Female,48,7
15786014,France,Male,28,5
15794580,France,Male,58,4
15675964,France,Female,45,9
15814275,France,Male,33,6
15724848,France,Female,46,1
15754713,Spain,Male,31,10
15693814,Spain,Male,25,7
15599660,India,Male,36,6
15746490,Spain,Female,53,6
15566091,Spain,Female,32,4
15655961,Germany,Male,27,1
15710404,France,Male,35,10
15775625,India,Male,38,6
15792328,France,Male,39,6
15719856,France,Female,45,3
15593773,Spain,Male,35,3
15733114,Spain,Male,45,9
15797748,France,Male,44,5
15743411,Spain,Male,61,1
15753337,France,Male,51,5
15601026,India,Female,19,1
15658485,France,Female,34,9
15636731,Germany,Female,36,1
15628303,Spain,Male,35,3
15633461,Germany,Male,38,5
15677135,Germany,Male,61,8
15590876,France,Female,24,7
15790782,Spain,Male,39,6
15700476,Germany,Male,41,9
15634141,Germany,Female,42,8
15737795,Spain,Male,38,1
15790299,Spain,Male,37,9
15675316,France,Female,38,3
15613630,France,Male,38,8
15662100,Germany,Female,44,5
15668032,India,Male,37,4
15599289,India,Female,37,10
15754084,Spain,Male,35,1
15676521,France,Female,31,8
15804586,France,Female,46,6
15781465,Germany,Female,29,8
15729362,France,Male,36,8
15709295,Spain,Female,25,5
15745324,India,Female,38,4
15741336,France,Female,38,5
15783659,France,Male,67,4
15620981,France,Female,38,3
15630328,France,Female,48,8
15785899,Germany,Male,33,8
15606149,Germany,Female,66,9
15671139,India,Male,39,0
15660429,Spain,Female,42,2
15571002,France,Female,44,4
15631681,Spain,Female,43,0
15731522,Spain,Female,67,8
15619529,Spain,Male,27,8
15628034,France,Female,37,6
15686164,Germany,Female,31,1
15582797,Spain,Male,35,4
15753831,Spain,Male,32,7
15731815,Spain,Male,38,4
15580956,Germany,Female,43,4
15602084,France,Female,42,5
15589805,France,Female,34,6
15720893,Spain,Female,34,9
15641009,France,Male,37,3
15605926,Germany,Male,70,9
15805955,France,Female,48,10
15801488,France,Male,25,3
15605918,Germany,Male,43,5
15779711,Spain,Female,38,7
15705620,France,Male,34,5
15685357,Spain,Female,36,8
15570060,France,Female,43,8
15582616,France,Female,38,4
15799515,France,Female,48,8
15642937,France,Female,46,7
15624729,France,Male,27,0
15566156,Germany,Female,44,0
15792360,France,Male,32,7
15807008,Germany,Female,38,6
15704770,France,Male,25,1
15756475,Germany,Male,31,9
15655339,India,Male,36,1
15613749,India,Male,34,0
15664521,Spain,Male,31,7
15681206,France,Female,49,3
15745527,France,Male,37,5
15806926,France,Male,35,2
15724563,Germany,Female,42,3
15782899,Spain,Male,28,7
15623521,Spain,Male,43,9
15810218,Spain,Male,29,9
15645621,Spain,Male,44,3
15608114,Spain,Male,62,7
15659557,Germany,Female,28,4
15787772,France,Female,38,1
15691111,Germany,Female,42,8
15592089,France,Female,38,10
