customer_id,credit_score,balance,products_number,credit_card,active_member,estimated_salary,churn
15690134,464,85679.25,1,1,1.0,164104.74,0
15782735,626,0.0,1,0,0.0,80190.36,0
15611088,790,0.0,2,1,0.0,84126.75,0
15672145,534,121551.58,2,1,1.0,70179.0,0
15732628,745,122220.19,1,1,1.0,100162.82,0
15787470,553,116528.15,1,0,0.0,145704.19,1
15803406,748,77780.29,1,0,1.0,183049.41,0
15730460,722,0.0,1,0,0.0,120906.83,0
15644572,501,125832.2,1,1,1.0,100433.83,0
15694860,675,76555.61,1,0,0.0,138777.0,1
15658169,778,127299.34,2,1,0.0,100162.82,0
15794396,494,174937.64,1,1,0.0,40084.32,0
15785798,850,0.0,2,0,1.0,100162.82,0
15710825,592,110071.1,1,0,0.0,43921.36,0
15668444,590,139432.37,1,1,0.0,62222.81,0
15726631,758,127357.76,1,0,1.0,56577.0,0
15733797,506,76555.61,2,1,0.0,100162.82,0
15747960,733,0.0,1,1,1.0,7666.73,0
15634632,711,0.0,2,1,0.0,68487.51,0
15707362,514,95556.31,1,0,1.0,100162.82,1
15662976,637,0.0,1,1,1.0,186062.36,0
15732778,468,111681.98,2,1,1.0,195711.16,0
15718443,539,0.0,2,1,0.0,36692.17,0
15670039,509,76555.61,2,1,0.0,106920.57,0
15773792,662,133950.37,1,1,1.0,100162.82,1
15613786,818,0.0,2,1,1.0,167036.94,0
15726032,608,89968.69,1,1,1.0,68777.26,0
15663252,850,0.0,2,1,1.0,18924.92,0
15593782,816,130878.75,3,1,0.0,71905.77,1
15633283,536,0.0,2,1,0.0,100162.82,0
15749167,753,0.0,2,1,1.0,184843.77,0
15759298,631,134169.62,1,1,1.0,176730.02,0
15683625,703,149762.08,1,1,0.0,20629.4,1
15635367,774,93844.69,1,1,0.0,28415.36,0
15681705,785,0.0,2,1,0.0,77231.27,0
15603156,571,0.0,2,1,0.0,102750.7,0
15591986,621,141078.37,1,0,1.0,34580.8,1
15798888,605,117992.59,1,1,1.0,183598.77,0
15809722,611,100812.33,2,1,0.0,147358.27,0
15677538,569,76555.61,1,1,1.0,108469.2,0
15797736,658,80262.6,1,1,1.0,20612.82,0
15695585,788,156478.62,1,0,1.0,181196.76,0
15744398,525,0.0,2,1,0.0,160249.1,0
15750658,798,0.0,3,0,0.0,110783.28,0
15578186,486,115217.99,2,1,0.0,144995.33,0
15676519,615,0.0,2,1,0.0,150227.85,1
15637954,730,76555.61,1,1,1.0,53718.28,0
15758639,641,0.0,2,1,1.0,75248.3,0
15613772,542,135096.77,1,1,1.0,14353.43,1
15731744,692,76555.61,2,0,1.0,130486.57,0
15807709,714,180075.22,1,1,1.0,100127.71,0
15714689,591,97541.24,1,1,1.0,100162.82,0
15699005,710,156067.05,1,1,1.0,100162.82,0
15624170,639,81550.94,2,0,1.0,118974.77,0
15725679,531,0.0,1,0,0.0,100162.82,1
15585865,673,170061.92,2,0,1.0,100162.82,1
15804256,765,92310.54,2,1,1.0,72924.56,0
15662403,622,169089.38,2,1,0.0,101057.95,0
15733616,806,80613.93,1,1,1.0,142838.64,0
15591995,757,121581.56,2,1,1.0,127059.04,0
15677020,570,0.0,1,0,1.0,116503.92,1
15727688,555,0.0,2,1,1.0,54405.79,0
15715941,692,0.0,2,1,1.0,100162.82,0
15714485,774,85891.55,1,1,1.0,74135.48,1
15730059,638,77637.35,2,1,1.0,111346.22,0
15715527,543,0.0,1,0,0.0,194902.16,0
15576623,584,0.0,2,1,0.0,31474.27,0
15805565,691,116927.89,1,1,0.0,21198.39,0
15677307,684,137326.65,1,1,0.0,100162.82,0
15773890,733,0.0,2,1,1.0,117202.19,0
15598883,599,0.0,2,1,1.0,143739.29,0
15568506,524,67238.98,2,1,1.0,161811.23,0
15761043,632,86569.76,2,1,0.0,98090.91,0
15782236,735,0.0,2,0,0.0,71095.41,0
15593601,734,133598.4,1,1,1.0,13107.24,0
15682048,605,76555.61,1,1,1.0,67110.59,1
15746902,793,0.0,2,1,0.0,88225.02,0
15752081,468,0.0,3,0,1.0,100162.82,1
15781307,779,120092.52,2,1,0.0,135925.72,0
15775912,698,101238.24,2,0,1.0,100162.82,1
15745417,707,89685.92,1,0,1.0,126471.13,0
15671256,850,211774.31,1,1,0.0,100162.82,1
15653547,850,131317.48,1,1,1.0,119175.45,0
15595766,527,93722.73,2,1,1.0,139093.73,0
15742358,696,101160.99,1,1,1.0,115916.55,0
15763274,661,120320.54,1,0,0.0,96463.25,0
15786063,776,0.0,2,1,1.0,112349.51,0
15600258,701,0.0,2,1,1.0,165303.79,0
15573318,610,0.0,2,1,1.0,166031.08,0
15653849,572,152827.99,1,1,0.0,38411.79,1
15694272,673,64097.75,1,1,1.0,77783.35,0
15736112,519,119035.35,2,1,1.0,29871.79,0
15749851,702,135219.57,1,0,1.0,59747.63,0
15663478,729,93694.42,1,1,1.0,79919.13,0
15592300,543,59408.63,1,1,1.0,76773.53,0
15567832,550,76555.61,1,1,0.0,54018.93,0
15776780,608,0.0,1,1,0.0,70649.64,1
15592846,639,128173.9,2,1,0.0,59093.39,0
15739803,686,0.0,2,1,1.0,127569.8,0
15794142,564,114931.35,3,0,1.0,18260.98,1
15762729,745,111071.36,1,1,0.0,73275.96,1
15667896,833,151226.18,2,1,1.0,136129.49,0
15626578,622,0.0,2,1,1.0,153237.59,0
